municipio,num,nome,partidocoligacao,votacao,validos,state,segundo_turno
RIO NOVO DO SUL,90,THIAGO FIORIO,PROS/PROS / PSDB,4838,66.02%,Espírito santo,false
SANTA LEOPOLDINA,44,VAVÁ,PRP/PMDB / PTN / PPS / PRP / PSDB / SD,5801,92.92%,Espírito santo,false
SANTA MARIA DE JETIBÁ,15,HILÁRIO ROEPKE,PMDB/PMDB / PPS / PV / PTB / PSC / PSD / PSDB / PC do B / PTN / PP / PR / PSB,14944,64.54%,Espírito santo,false
SANTA TERESA,25,GILSON AMARO,DEM/DEM / PP / PMDB / PV,5212,35.87%,Espírito santo,false
SÃO DOMINGOS DO NORTE,33,PEDRO PÃO,PMN/PMN / PSB / PDT / PP / PSDB / PPS,3444,56.56%,Espírito santo,false
SÃO GABRIEL DA PALHA,77,CÉIA FERREIRA,SD/PMDB / PR / PP / DEM / SD / PC do B / PTC / PROS / PHS,7971,43.74%,Espírito santo,false
SÃO JOSÉ DO CALÇADO,12,CUÍCA,PDT/PDT / PT / PR / DEM / PTB / PSDB,2012,54.72%,Espírito santo,false
SÃO MATEUS,45,DANIEL DA AÇAÍ,PSDB/PRB / PDT / PT / PMDB / PTN / PHS / PSDC / PTC / PV / PRP / PSDB / PC do B,30780,55.32%,Espírito santo,false
SÃO ROQUE DO CANAÃ,15,RUBENS CASOTTI,PMDB/PMDB / SD / PSB / PPS / PMN,5214,66.54%,Espírito santo,false
SERRA,12,SERGIO  VIDIGAL,PDT/PDT / PTB / PRB / PSL / PSC / DEM / PMN / PRP / PSDB / PEN / PSD / PT do B / SD / PROS,107031,48.3%,Espírito santo,true
SERRA,18,AUDIFAX,REDE/REDE / PMDB / PTC / PSDC / PC do B / PHS / PTN / PV / PPS / PSB / PP,96862,43.71%,Espírito santo,true
SOORETAMA,45,ALESSANDRO BROEDEL,PSDB/PSDB / PT / PMN / PTN / PMDB,8330,59.36%,Espírito santo,false
VARGEM ALTA,45,JOÃO ALTOÉ,PSDB/PP / DEM / PTN / PSDB / PSC / PTC / PRP / PTB / PMN,5887,48.85%,Espírito santo,false
VENDA NOVA DO IMIGRANTE,25,BRAZ DELPUPO,DEM/DEM / PP / PSB / PSDB / PV / PROS / PPS,8877,99.06%,Espírito santo,false
VIANA,43,GILSON DANIEL,PV/PRB / PP / PT / PMDB / PSL / REDE / PTN / PSC / PPS / DEM / PSDC / PHS / PMN / PTC / PSB / PV / PRP / PEN / PSD / SD / PROS,25197,71.54%,Espírito santo,false
VILA PAVÃO,77,IRINEU WUTKE,SD/SD / DEM / PRP / PSL,2565,41.6%,Espírito santo,false
VILA VALÉRIO,19,ROBINHO PARTELI,PTN/PTN / PRP / PRB / DEM / PMDB / SD,5949,56.74%,Espírito santo,false
VILA VELHA,45,MAX FILHO,PSDB/PSDB / PR,80297,37.8%,Espírito santo,true
VILA VELHA,55,NEUCIMAR FRAGA,PSD/PSD / PV / PROS / PT do B / PHS / PMN / PSC / PC do B / PP,65745,30.95%,Espírito santo,true
VITÓRIA,23,LUCIANO,PPS/PPS / PSDC / PC do B / REDE / PHS / PP / PV / PSB / PROS / PRB / PPL / PEN,81315,43.82%,Espírito santo,true
VITÓRIA,77,AMARO NETO,SD/SD / PDT / DEM / PRTB / PSD / PMB / PTC / PR / PTN / PT do B,65554,35.32%,Espírito santo,true
ACEGUÁ,45,DR. GERALDO,PSDB/PSDB,1594,49.35%,Rio grande do sul,false
ÁGUA SANTA,15,JACIR MIORANDO,PMDB/PMDB / PT / PDT,1611,59.76%,Rio grande do sul,false
AGUDO,15,VALERIO,PMDB/PMDB / PDT / PT,6241,57.15%,Rio grande do sul,false
AJURICABA,15,IVAN CHAGAS,PMDB/PMDB / PDT / PP,2177,42%,Rio grande do sul,false
ALECRIM,15,LEONEL COLOSSI,PMDB/PMDB,3462,72.76%,Rio grande do sul,false
ALEGRETE,11,CLENI PAZ,PP/PP / PMDB / PSDB / DEM / PSB / PRB / PSD / SD,22073,52.3%,Rio grande do sul,false
ALEGRIA,11,GUSTAVO BIGOLIN,PP/PP,1509,51.1%,Rio grande do sul,false
ALMIRANTE TAMANDARÉ DO SUL,12,VALDECI GOMES,PDT/PDT / PP / PMDB / PT,1297,1%,Rio grande do sul,false
ALPESTRE,15,ALFREDO DE MOURA E SILVA,PMDB/PMDB / PT / PTB,2579,46.19%,Rio grande do sul,false
ALTO ALEGRE,12,TONELLO,PDT/PDT / PT / PTB,848,52.15%,Rio grande do sul,false
ALTO FELIZ,14,PAULINHO - PAULO MERTINS,PTB/PTB / PDT / PT / PSDB,1350,56.99%,Rio grande do sul,false
ALVORADA,15,APPOLO,PMDB/PMDB / PDT / PSB,31414,38.94%,Rio grande do sul,false
AMARAL FERRADOR,12,NATO,PDT/PDT / PTB / PT,2418,58.34%,Rio grande do sul,false
AMETISTA DO SUL,12,GILMAR DA SILVA,PDT/PDT / PSDB,2667,58.16%,Rio grande do sul,false
ANDRÉ DA ROCHA,14,SERGIO CARLOS MORETTI,PTB/PP / PTB,612,52.04%,Rio grande do sul,false
ANTA GORDA,12,CELSINHO,PDT/PP / PDT / PT / PTB / PMDB,3330,1%,Rio grande do sul,false
ANTÔNIO PRADO,15,JUAREZ SANTINON,PMDB/PMDB / PSDB / PDT,4624,49.08%,Rio grande do sul,false
ARAMBARÉ,15,ALAOR,PMDB/PMDB / PSDB,1587,54.05%,Rio grande do sul,false
ARARICÁ,11,FLAVIO FOSS,PP/PP / PROS / PDT / REDE,2426,57.19%,Rio grande do sul,false
ARATIBA,13,GRANZOTTO,PT/PT / PSD / PPS,2800,49.26%,Rio grande do sul,false
ARROIO DO MEIO,15,KLAUS WERNER SCHNACK,PMDB/PMDB / PT / DEM / PT do B / PTB,7247,53.2%,Rio grande do sul,false
ARROIO DO PADRE,25,LEONIR BASCHI,DEM/DEM / PTB / PSDB / PDT,1267,52.2%,Rio grande do sul,false
ARROIO DO SAL,15,BOLÃO,PMDB/PMDB / PV / PPS / DEM / PSDB,3126,53.23%,Rio grande do sul,false
ARROIO DOS RATOS,40,PROF. LUCIANO ROCHA,PSB/PSB,3591,43.57%,Rio grande do sul,false
ARROIO DO TIGRE,11,MARCIANO RAVANELLO,PP/PP / PDT,5730,61.92%,Rio grande do sul,false
ARROIO GRANDE,11,HENRIQUE,PP/PP / PSB / PTB,5919,45.14%,Rio grande do sul,false
ARVOREZINHA,45,LUIZINHO,PSDB/PP / PTB / PMDB / PSB / PV / PSDB / PSD / PC do B,3641,1%,Rio grande do sul,false
AUGUSTO PESTANA,11,VILMAR ZIMMERMANN,PP/PP / PDT / PT / PSD,3063,57.65%,Rio grande do sul,false
ÁUREA,11,JORGE,PP/PP / PDT / PRB / PMDB,1513,55.5%,Rio grande do sul,false
BAGÉ,14,DIVALDO LARA,PTB/PTB / PSDB / PMDB / PP / REDE / PSB / DEM / PSC / PV / PPS / PRB / PSD / SD,45948,75.04%,Rio grande do sul,false
BALNEÁRIO PINHAL,14,MARCIA TEDESCO,PTB/PDT / PT / PTB / PSB / PV / PSDB / PSD,3999,60.77%,Rio grande do sul,false
BARÃO,12,CLÁUDIO FERRARI,PDT/PMDB / PDT / PT,2209,51.08%,Rio grande do sul,false
BARÃO DE COTEGIPE,11,VLADIMIR FARINA,PP/PP / PDT / PTB / PSDB,2845,57.59%,Rio grande do sul,false
BARÃO DO TRIUNFO,15,ELOMAR,PMDB/PMDB / PTB / PSB / PSD,2650,60.42%,Rio grande do sul,false
BARRACÃO,15,DILE,PMDB/PMDB / DEM,2093,55.05%,Rio grande do sul,false
BARRA DO GUARITA,13,RODRIGO,PT/PT / PSB,1419,56.26%,Rio grande do sul,false
BARRA DO QUARAÍ,40,IAD CHOLI,PSB/PSB / PTB / PT / PP / PDT,1319,56.76%,Rio grande do sul,false
BARRA DO RIBEIRO,15,JAIR MIRIM,PMDB/PMDB / PSDB / PRB / PSB / PDT,3752,49.06%,Rio grande do sul,false
BARRA DO RIO AZUL,14,MARCELO,PTB/PMDB / PP / PTB / PSB / PDT / PT / PRB,1277,1%,Rio grande do sul,false
BARRA FUNDA,11,MARCOS ANDRE PIAIA,PP/PP / PDT / PT,2002,1%,Rio grande do sul,false
BARROS CASSAL,12,JARBAS CAGLIERO,PDT/PP / PSD / PSDB / PR / PDT / PTB / PC do B,3412,1%,Rio grande do sul,false
BENJAMIN CONSTANT DO SUL,13,ITACIR HOCHMANN,PT/PP / PDT / PT / PTB / PMDB / PPS,1255,71.06%,Rio grande do sul,false
BENTO GONÇALVES,11,GUILHERME PASIN,PP/PP / PSDB / PSD / PRB / REDE / PPS / PR / DEM / PTB,44129,65.62%,Rio grande do sul,false
BOA VISTA DAS MISSÕES,40,CARLOS.,PSB/PMDB / PT / PSB / PSDB / PPS,1059,61.82%,Rio grande do sul,false
BOA VISTA DO BURICÁ,65,VILI,PC do B/PDT / PT / PTB / PC do B / PSD,2527,52.9%,Rio grande do sul,false
BOA VISTA DO CADEADO,12,FÁBIO,PDT/PDT / PMDB,1010,55.89%,Rio grande do sul,false
BOA VISTA DO INCRA,11,CLEBER,PP/PP / PT,1028,53.02%,Rio grande do sul,false
BOA VISTA DO SUL,15,ALOISIO RISSI,PMDB/PMDB / PTB / PDT,1180,51.22%,Rio grande do sul,false
BOM JESUS,11,LICO,PP/PDT / PP / PRB / PT / PSDB,3959,55.36%,Rio grande do sul,false
BOM PRINCÍPIO,45,FÁBIO PERSCH,PSDB/PSDB / PTB / PPS / PC do B,4370,50.66%,Rio grande do sul,false
BOM PROGRESSO,11,ARMINDÃO,PP/PP / PDT / PTB / PSDB,986,51.01%,Rio grande do sul,false
BOM RETIRO DO SUL,23,EDMILSON BUSATTO,PPS/PPS / PSB / PT / PMDB,4786,58.52%,Rio grande do sul,false
BOQUEIRÃO DO LEÃO,15,PAULO JOEL,PMDB/PMDB / PT / PSDB,2607,52.65%,Rio grande do sul,false
BOSSOROCA,11,JUCA,PP/PP,1987,48.01%,Rio grande do sul,false
BOZANO,11,ERNESTO NATAL NICOLETTI,PP/PP,1115,50.61%,Rio grande do sul,false
BRAGA,12,NEI DO PATA,PDT/PDT / PT / PMDB,1509,57.49%,Rio grande do sul,false
BROCHIER,11,CLAURO,PP/PP / PDT,2136,63.5%,Rio grande do sul,false
BUTIÁ,11,FERNANDO LOPES,PP/PP / PTB / PSDB / REDE,4068,52.53%,Rio grande do sul,false
CAÇAPAVA DO SUL,12,GIOVANI AMESTOY,PDT/PDT / PTB / PSDB / PPL,7793,39.25%,Rio grande do sul,false
CACEQUI,14,FRANCO FONSECA,PTB/PRB / PTB,4556,60.03%,Rio grande do sul,false
CACHOEIRA DO SUL,12,SÉRGIO GHIGNATTI,PDT/PDT / PSD / REDE / PTB / PC do B,17728,37.95%,Rio grande do sul,false
CACHOEIRINHA,40,MIKI BREIER,PSB/PSB / PMDB / PR / SD / PTB / PSDB / PV / PPS / PRB / PSC / PSD / PDT / PP / PEN / PMN,34369,57.77%,Rio grande do sul,false
CACIQUE DOBLE,25,CHIQUINHO,DEM/DEM / PDT,1774,51.15%,Rio grande do sul,false
CAIBATÉ,11,AMAURI PIRES DA SILVA,PP/PP / PT,1461,40.52%,Rio grande do sul,false
CAIÇARA,12,MARCIO,PDT/PDT / PT,1624,43.24%,Rio grande do sul,false
CAMAQUÃ,45,IVO FERREIRA,PSDB/PSC / PSDB,13274,34.46%,Rio grande do sul,false
CAMARGO,11,NINA,PP/PP / PT / PPS / PSDB,1097,51.7%,Rio grande do sul,false
CAMBARÁ DO SUL,11,SCHAMBERLAEN,PP/PP / PTB / PPS / PSB / PSDB,2088,47.53%,Rio grande do sul,false
CAMPESTRE DA SERRA,11,MOACIR ZANOTTO,PP/PP,1328,58.09%,Rio grande do sul,false
CAMPINA DAS MISSÕES,15,AFONSO LUCIO PERIUS,PMDB/PMDB / PT / PDT / PTB,2234,48.13%,Rio grande do sul,false
CAMPINAS DO SUL,11,NERI MONTEPO,PP/PP / PRB / PDT / DEM,2278,54.58%,Rio grande do sul,false
CAMPO BOM,12,LUCIANO ORSI,PDT/PDT / DEM,15793,40.92%,Rio grande do sul,false
CAMPO NOVO,40,SARTORI,PSB/PSB / PT,1539,42.4%,Rio grande do sul,false
CAMPOS BORGES,12,EVERALDO,PDT/PDT / PSB,1484,51.1%,Rio grande do sul,false
CANDELÁRIA,40,PAULO BUTZGE,PSB/PP / PPS / PT / PSB / PSDB,10806,55.25%,Rio grande do sul,false
CÂNDIDO GODÓI,15,VALDI,PMDB/PMDB / PSB / PPS / PDT / PT,2654,51.61%,Rio grande do sul,false
CANDIOTA,13,ADRIANO,PT/PT / PTB / PC do B / PSB,2974,43.59%,Rio grande do sul,false
CANELA,15,CONSTANTINO ORSOLIN,PMDB/PMDB / PSDB / PTB / PPS,10912,45.23%,Rio grande do sul,false
CANGUÇU,15,VINICIUS PEGORARO,PMDB/PMDB / PRB / PSDB,14977,41.77%,Rio grande do sul,false
CANOAS,10,BETH COLOMBO,PRB/PRB / PT / PDT / PP / PSB / PC do B / PROS / PPS / PSD / PV / PTC / PTN / PHS / SD,71952,45.79%,Rio grande do sul,true
CANOAS,14,BUSATO,PTB/PMN / PTB / PSDC / PEN / PT do B / REDE / PRTB / PRP / PMDB / PR / PSC,58616,37.3%,Rio grande do sul,true
CANUDOS DO VALE,15,REGINATTO,PMDB/PMDB / PDT / PP / PTB / PT,1085,1%,Rio grande do sul,false
CAPÃO BONITO DO SUL,12,FELIPPE JUNIOR RIETH,PDT/PMDB / PDT / PC do B,944,54.88%,Rio grande do sul,false
CAPÃO DA CANOA,14,AMAURI,PTB/PTB / PSDB / PP / PV / PMDB / PROS / PSC / PC do B / PTN / REDE,12999,49.23%,Rio grande do sul,false
CAPÃO DO CIPÓ,11,FRONER,PP/PP / PT,1227,50.7%,Rio grande do sul,false
CAPÃO DO LEÃO,13,MAURO NOLASCO,PT/PT / PRB / PC do B / PT do B,6265,40.84%,Rio grande do sul,false
CAPELA DE SANTANA,11,ALFREDO MACHADO,PP/PP / PPS / PRB / SD,4586,75.22%,Rio grande do sul,false
CAPITÃO,15,PAULINHO,PMDB/PMDB / PSDB,1329,56.27%,Rio grande do sul,false
CAPIVARI DO SUL,12,MARCO CARDOSO,PDT/PDT / PT / PMDB / PRB,1789,61.97%,Rio grande do sul,false
CARAÁ,15,NEI,PMDB/PMDB,2771,51.8%,Rio grande do sul,false
CARAZINHO,15,MILTON SCHMITZ,PMDB/PP / PMDB / PSB / DEM / PR,25157,70.12%,Rio grande do sul,false
CARLOS BARBOSA,15,ZIBETTI,PMDB/PMDB / PDT / PPS / PRB / PSB / PSD / PV,9528,53.82%,Rio grande do sul,false
CARLOS GOMES,10,EGIDIO MORETO,PRB/PRB,791,1%,Rio grande do sul,false
CASCA,13,DOMINGOS,PT/PT / PP / PSB / PPS,3291,53%,Rio grande do sul,false
CASEIROS,15,LEO CESAR TESSARO,PMDB/PMDB / PDT / PSDB / PT / PTB,1246,50.02%,Rio grande do sul,false
CATUÍPE,12,BARONINHO,PDT/PDT / PT,3506,50.38%,Rio grande do sul,false
CAXIAS DO SUL,12,EDSON NESPOLO,PDT/PDT / PMDB / PSB / DEM / PSD / PSDB / PSC / PT do B / PPS / SD / PTC / PRP / PMN / PHS / PPL / PROS / PTN / PV / PP / PTB / PSDC,102044,43.54%,Rio grande do sul,true
CAXIAS DO SUL,10,DANIEL GUERRA,PRB/PRB / PR / PEN,68214,29.11%,Rio grande do sul,true
CENTENÁRIO,13,KOLASSA,PT/PDT / PT,1228,51.45%,Rio grande do sul,false
CERRITO,11,DOUGLAS SILVEIRA,PP/PP / PDT / PTB,2649,56.76%,Rio grande do sul,false
CERRO BRANCO,12,JORGE,PDT/PDT / PTB / PSD,1822,52.45%,Rio grande do sul,false
CERRO GRANDE,12,ELEEDES ZARDINELLO PINHEIRO,PDT/PDT / PT / PPS / PSB / PSDB,1047,50.1%,Rio grande do sul,false
CERRO GRANDE DO SUL,15,SERGINHO,PMDB/PMDB / PSDB / PP / PC do B,2591,43.56%,Rio grande do sul,false
CERRO LARGO,11,VALTER SPIES,PP/PP / PTB / PDT,3464,43.28%,Rio grande do sul,false
CHAPADA,12,CARLOS ALZENIR CATTO,PDT/PRB / PDT / PMDB / PT / PTB,3461,50.58%,Rio grande do sul,false
CHARQUEADAS,12,SIMON,PDT/PDT / PMDB / PP / PTB / PPS / SD,8494,43.31%,Rio grande do sul,false
CHARRUA,11,ROQUE,PP/PP / PTB,1428,69.83%,Rio grande do sul,false
CHIAPETTA,11,EDER BOTH,PP/PP / PDT / PSDB / DEM,1910,62.01%,Rio grande do sul,false
CHUÍ,25,MARCO ANTONIO,DEM/PR / PPS / DEM / PV / PSDB / PSD,1277,41.99%,Rio grande do sul,false
CHUVISCA,40,JOEL,PSB/PP / PDT / PSB,1935,52.88%,Rio grande do sul,false
CIDREIRA,11,ALEX CONTINI,PP/PP / PTB / REDE / DEM,4650,48.52%,Rio grande do sul,false
CIRÍACO,15,ARLINDO LOPES,PMDB/PPS / PRB / PT / PMDB,2011,54.84%,Rio grande do sul,false
COLINAS,11,SANDRO,PP/PP / PTB / DEM / PDT / PSDB,1095,53.81%,Rio grande do sul,false
COLORADO,12,CELSO GOBBI,PDT/PP / PDT,1758,63.58%,Rio grande do sul,false
CONDOR,11,VALMIR LAND,PP/PP / PDT / PT / PSDB,1996,1%,Rio grande do sul,false
CONSTANTINA,13,GERRI,PT/PMDB / PT / PSB,3681,50.26%,Rio grande do sul,false
COQUEIRO BAIXO,15,JOCIMAR VALER,PMDB/PDT / PMDB,693,55.66%,Rio grande do sul,false
COQUEIROS DO SUL,11,VALOIR CHAPUIS,PP/PP / PT,1094,52.37%,Rio grande do sul,false
CORONEL BARROS,25,EDISON ARNT,DEM/PP / PMDB / DEM / PSB,1184,53.84%,Rio grande do sul,false
CORONEL BICACO,40,DR JORA,PSB/PSB / PDT / PPS / PMDB / PT,2599,51.09%,Rio grande do sul,false
CORONEL PILAR,15,ADELAR LOCH,PMDB/PMDB / PT,761,56.66%,Rio grande do sul,false
COTIPORÃ,11,JOSE CARLOS BREDA,PP/PP / PSD / PC do B / PTB,2111,1%,Rio grande do sul,false
COXILHA,11,ILDO,PP/PP / PSDB / PMDB / PTB / PSB,1407,61.36%,Rio grande do sul,false
CRISSIUMAL,15,BETO BERGMANN,PMDB/PMDB / PSB / PSD / PP / PTB / PDT / PSDB,5351,1%,Rio grande do sul,false
CRISTAL,40,FABIA RICHTER,PSB/PSB / PTB / PPS,2830,53%,Rio grande do sul,false
CRISTAL DO SUL,15,MANO,PMDB/PMDB / PDT / PSDB,1161,51.35%,Rio grande do sul,false
CRUZ ALTA,13,VILSON ROBERTO,PT/PT / PC do B / PV / PHS / PROS,15202,44.33%,Rio grande do sul,false
CRUZALTENSE,11,KELY JOSE LONGO,PP/PP / PTB / PT,988,52.03%,Rio grande do sul,false
CRUZEIRO DO SUL,45,LAIRTON HAUSCHILD,PSDB/PRB / PT / PMDB / DEM / PSD / PSDB / PSC,4318,52.89%,Rio grande do sul,false
DAVID CANABARRO,11,MARCOS ORO,PP/PP / PPS / PTB / PSD,1888,51.77%,Rio grande do sul,false
DERRUBADAS,15,ILA,PMDB/PMDB / PSDB,1764,70.56%,Rio grande do sul,false
DEZESSEIS DE NOVEMBRO,11,MICO GONZATTO,PP/PP / PDT / PT,1301,54.94%,Rio grande do sul,false
DILERMANDO DE AGUIAR,15,CLAITON ILHA,PMDB/PMDB / PP / DEM,1099,44.69%,Rio grande do sul,false
DOIS IRMÃOS,15,TANIA,PMDB/PP / PSB / PMDB,10682,56.33%,Rio grande do sul,false
DOIS IRMÃOS DAS MISSÕES,13,DENIS BRIDI,PT/PT / PSDB,1111,62.73%,Rio grande do sul,false
DOIS LAJEADOS,15,TIAGO GRANDO,PMDB/PP / PMDB / PV,1251,48.87%,Rio grande do sul,false
DOM FELICIANO,13,CLENIO,PT/PT / PP,3041,50.93%,Rio grande do sul,false
DOM PEDRITO,11,MARIO AUGUSTO,PP/PP / PDT / PSD / PRB / PSDB,16768,75.48%,Rio grande do sul,false
DOM PEDRO DE ALCÂNTARA,12,DIRCEU,PDT/PDT,1279,57.17%,Rio grande do sul,false
DONA FRANCISCA,11,ALEMAO MARTINI,PP/PP / PDT,1469,51.82%,Rio grande do sul,false
DOUTOR MAURÍCIO CARDOSO,11,MARINO JOSÉ POLLO,PP/PTB / PMDB / PP,2588,1%,Rio grande do sul,false
DOUTOR RICARDO,15,CATEA ROLANTE,PMDB/PMDB / PSDB,1019,55.74%,Rio grande do sul,false
ELDORADO DO SUL,12,ERNANI,PDT/PMDB / PDT / PHS / PC do B,9074,48.03%,Rio grande do sul,false
ENCANTADO,45,CONZATTI,PSDB/PSDB / PP / PT,7296,52.57%,Rio grande do sul,false
ENCRUZILHADA DO SUL,11,ARTIGAS,PP/PPS / PSDB / REDE / PMN / PSB / PP / PSD / DEM,7435,48.66%,Rio grande do sul,false
ENGENHO VELHO,11,PAULO DAL ALBA,PP/PP / PT / PDT / PMDB / PPS,869,1%,Rio grande do sul,false
ENTRE-IJUÍS,11,BRASIL SARTORI,PP/PP / PMDB / PDT / PT / PR,3496,58.9%,Rio grande do sul,false
ENTRE RIOS DO SUL,15,JAIRO,PMDB/PMDB / PP / PSDB,1434,59.01%,Rio grande do sul,false
EREBANGO,23,TOMAZINI,PPS/PDT / PPS / PC do B,1273,54.73%,Rio grande do sul,false
ERECHIM,45,SCHMIDT,PSDB/PP / PR / PMN / PSDB / PDT / PRB / PMB / SD / PT do B,23819,39.82%,Rio grande do sul,false
ERNESTINA,12,NICO - ODIR BOEHM,PDT/PDT / PTB / PMDB,1415,56.4%,Rio grande do sul,false
ERVAL GRANDE,40,AGUSTINO SINSKI,PSB/PSB / PDT / PT / PMDB / PTB / PPS / PP,2426,1%,Rio grande do sul,false
ERVAL SECO,45,LEONIR KOCHE,PSDB/PSDB / PDT,2533,54.17%,Rio grande do sul,false
ESMERALDA,15,AILTON,PMDB/PMDB / PP,1447,60.93%,Rio grande do sul,false
ESPERANÇA DO SUL,15,MOISÉS,PMDB/PMDB / PSB / PDT,1402,55.05%,Rio grande do sul,false
ESPUMOSO,12,FONTANA,PDT/PDT / PC do B / PR / DEM,4534,42.28%,Rio grande do sul,false
ESTAÇÃO,15,CEPO,PMDB/PMDB / PPS / PDT,2755,65.38%,Rio grande do sul,false
ESTÂNCIA VELHA,15,IVETE GRADE,PMDB/PMDB / PPS / PSC / PRB / PRTB / PSD,7607,33.12%,Rio grande do sul,false
ESTEIO,11,LEONARDO PASCOAL,PP/PRB / PP / PTN / PRTB / PHS / PSB / PROS / PEN / PTC,21612,46.78%,Rio grande do sul,false
ESTRELA,15,RAFAEL MALLMANN,PMDB/PMDB / PV / PTB / PSDB / PP / PSB / PT,13506,68.7%,Rio grande do sul,false
ESTRELA VELHA,40,CECILIA,PSB/PP / PDT / PT / PTB / PMDB / PSB,1245,1%,Rio grande do sul,false
EUGÊNIO DE CASTRO,11,POLACO,PP/PP / DEM,953,44.72%,Rio grande do sul,false
FAGUNDES VARELA,11,CLAUDIA MORESCHI TOME,PP/PT / PSD / PP / PDT / PTB,1101,51.79%,Rio grande do sul,false
FARROUPILHA,12,CLAITON,PDT/PDT / PRB / PT / REDE / PSB / PSD / PC do B,23940,1%,Rio grande do sul,false
FAXINAL DO SOTURNO,11,CLOVIS ALBERTO MONTAGNER,PP/PP / PMDB / PTB,2534,53.81%,Rio grande do sul,false
FAXINALZINHO,23,SELSO,PPS/PPS / PDT / PP / DEM / PSDB / PTB,1121,53.92%,Rio grande do sul,false
FAZENDA VILANOVA,11,CENCI,PP/PP / PT / PMDB / PSB,1530,53.14%,Rio grande do sul,false
FELIZ,15,ALBANO KUNRATH,PMDB/PMDB / PSDB / PSD,5814,70.19%,Rio grande do sul,false
FLORES DA CUNHA,15,LÍDIO,PMDB/PMDB / PSD / PTB / PT / PRB / PT do B / PC do B / PTC / PSB / DEM / SD,13916,69.77%,Rio grande do sul,false
FLORIANO PEIXOTO,15,ORLEI,PMDB/PMDB / PDT / PP / DEM,946,55.06%,Rio grande do sul,false
FONTOURA XAVIER,13,ZE FLAVIO,PT/PT / PPS,3501,50.16%,Rio grande do sul,false
FORMIGUEIRO,15,XIRU,PMDB/PMDB / PT,2630,55.22%,Rio grande do sul,false
FORQUETINHA,11,PAULO GRUNEWALD,PP/PP / PSDB,1039,47.97%,Rio grande do sul,false
FORTALEZA DOS VALOS,11,MARCIA,PP/PP / DEM,1780,50.86%,Rio grande do sul,false
FREDERICO WESTPHALEN,15,PANOSSO,PMDB/PMDB / PR / PSOL / PSDB,11568,57.09%,Rio grande do sul,false
GARIBALDI,15,CETTOLIN,PMDB/PMDB / PRB / PDT / PTB / DEM / PSD / PC do B,12083,56.21%,Rio grande do sul,false
GARRUCHOS,11,SCOTTO,PP/PP / PSB,1403,56.32%,Rio grande do sul,false
GAURAMA,12,LEANDRO,PDT/PDT / PP / PMDB / PT,2535,55.42%,Rio grande do sul,false
GENERAL CÂMARA,11,HELTON BARRETO,PP/PP / PMDB / PHS / PSD,2797,49.31%,Rio grande do sul,false
GENTIL,12,ALCENIR DALMAGO,PDT/PDT / PT,780,55.71%,Rio grande do sul,false
GETÚLIO VARGAS,11,SOLIGO,PP/PP / PSC / PTB / PSD / DEM / PSDB,5437,51.1%,Rio grande do sul,false
GIRUÁ,11,RUBEN WEIMER,PP/PP / PMDB / PSDB / PPS,5720,52.66%,Rio grande do sul,false
GLORINHA,10,DARCI LIMA DA ROSA,PRB/PRB / PSD / PDT / PEN,2851,52.6%,Rio grande do sul,false
GRAMADO,12,FEDOCA,PDT/PDT / PT / PMDB / PPS / PSDC / PHS / PV / PEN / PC do B / PROS,12244,50.13%,Rio grande do sul,false
GRAMADO DOS LOUREIROS,11,OSMAR ZIM,PP/PP / PSB / PMDB / PT / PDT / PTB,1131,61.57%,Rio grande do sul,false
GRAMADO XAVIER,11,CLAUCIR MAFI,PP/PP / PDT / PT / PPS / PSB / PSD,1420,51.69%,Rio grande do sul,false
GUABIJU,11,DIEGO VENDRAMIN,PP/PP / PT / DEM / PSD,786,59.86%,Rio grande do sul,false
GUAÍBA,14,SPEROTTO,PTB/PTB / PSL / PRB / PPS / PHS / PSD / PMDB / DEM / PC do B / PSDC / PTN / PSDB / SD / PEN,28434,55.69%,Rio grande do sul,false
GUAPORÉ,12,VALDIR FABRIS,PDT/PDT / PMDB / PTB / PPS / PR,8470,54.26%,Rio grande do sul,false
GUARANI DAS MISSÕES,15,JERONIMO JASKULSKI,PMDB/PMDB / PP / PDT,3045,56.68%,Rio grande do sul,false
HARMONIA,45,LICO,PSDB/PP / PTB / PSDB,2013,56.62%,Rio grande do sul,false
HERVAL,45,RUBEM,PSDB/PRB / PP / PT / PSDB / PPL / DEM,2473,1%,Rio grande do sul,false
HERVEIRAS,15,PAULO GRASSEL,PMDB/PMDB / PSB,1193,50.34%,Rio grande do sul,false
HORIZONTINA,23,DR. LAJUS,PPS/PPS / PDT / PTB / PSD,6010,48.36%,Rio grande do sul,false
HULHA NEGRA,11,RENATO MACHADO,PP/PP / PDT / PRB / PSC,2274,55.23%,Rio grande do sul,false
HUMAITÁ,11,FERNANDO WEGMANN,PP/PP / PTB / PSDB,1933,52.68%,Rio grande do sul,false
IBARAMA,11,ANDRE DA CAS,PP/PP / PT,1837,51.92%,Rio grande do sul,false
IBIAÇÁ,13,CLAUDIÃO,PT/PT / PDT,1964,56.73%,Rio grande do sul,false
IBIRAIARAS,14,DOUGLAS ROSSONI,PTB/PTB / PP / PT / PSDB,2337,1%,Rio grande do sul,false
IBIRAPUITÃ,11,ROSEMAR HENTGES,PP/PP / PMDB,2218,70.41%,Rio grande do sul,false
